MonoNS,EstNS,MonoS,EstS,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,YawDeg,AngX,AngY,AngZ
801738036187,801736036187,801.738036187,801.736036187,-0.066,0.082,0.995,0.0,0.0,-0.183,0.00043617966243526064,4.697,3.777,69.276
801748083748,801746083748,801.748083748,801.746083748,-0.066,0.082,0.995,0.0,0.0,-0.122,0.0004894007914745505,4.697,3.777,69.274
801758519829,801756519829,801.758519829,801.756519829,-0.066,0.082,0.995,0.0,0.0,-0.122,0.0006299888767197873,4.697,3.777,69.272
801768737731,801766737731,801.768737731,801.766737731,-0.066,0.082,0.995,0.0,0.0,-0.183,0.0006528470169164169,4.696,3.777,69.27
801778940466,801776940466,801.778940466,801.776940466,-0.066,0.082,0.995,0.0,0.0,-0.183,0.0005930903699709536,4.696,3.777,69.268
801789160119,801787160119,801.789160119,801.787160119,-0.066,0.082,0.995,0.0,0.0,-0.183,0.00047366330724593023,4.696,3.777,69.266
801799381230,801797381230,801.79938123,801.79738123,-0.066,0.082,0.995,0.0,0.0,-0.183,0.0003109683326469628,4.696,3.777,69.264
801809979194,801807979194,801.809979194,801.807979194,-0.066,0.082,0.995,0.0,0.0,-0.183,0.00011239305591269551,4.696,3.777,69.263
801820169679,801818169679,801.820169679,801.818169679,-0.066,0.082,0.995,0.0,0.0,-0.183,-0.00010743076229470228,4.696,3.777,69.26
801831319213,801829319213,801.831319213,801.829319213,-0.066,0.082,0.995,0.0,0.0,-0.183,-0.0003614728052139761,4.696,3.777,69.258
801841318646,801839318646,801.841318646,801.839318646,-0.066,0.082,0.995,0.0,0.0,-0.122,-0.0004340000647871213,4.696,3.777,69.257
801851760852,801849760852,801.851760852,801.849760852,-0.066,0.082,0.995,0.0,0.0,-0.122,-0.0003880732375335,4.697,3.777,69.255
801861778078,801859778078,801.861778078,801.859778078,-0.066,0.082,0.995,0.0,0.0,-0.122,-0.0002620743760056951,4.697,3.777,69.253
801871965646,801869965646,801.871965646,801.869965646,-0.066,0.082,0.995,0.0,0.0,-0.122,-7.231060204954327e-05,4.697,3.777,69.251
801882199882,801880199882,801.882199882,801.880199882,-0.066,0.082,0.995,0.0,0.0,-0.122,0.00016216315329203252,4.697,3.777,69.249
801892608253,801890608253,801.892608253,801.890608253,-0.066,0.082,0.995,0.0,0.0,-0.122,0.00043310720339752426,4.697,3.777,69.247
801902796113,801900796113,801.902796113,801.900796113,-0.066,0.082,0.995,0.0,0.0,-0.122,0.0007222665417906233,4.697,3.777,69.246
801913002348,801911002348,801.913002348,801.911002348,-0.066,0.082,0.995,0.0,0.0,-0.122,0.0010280786221978932,4.697,3.777,69.244
801923325840,801921325840,801.92332584,801.92132584,-0.066,0.082,0.995,0.0,0.0,-0.122,0.001347901323116817,4.697,3.777,69.242
801933660707,801931660707,801.933660707,801.931660707,-0.066,0.082,0.995,0.0,0.0,-0.183,0.0015016837648043242,4.697,3.777,69.24
801943896402,801941896402,801.943896402,801.941896402,-0.066,0.082,0.995,0.0,0.0,0.0,0.0020528695770112826,4.697,3.777,69.238
801954069969,801952069969,801.954069969,801.952069969,-0.066,0.082,0.995,0.0,0.0,-0.183,0.0023755873655218252,4.697,3.777,69.236
801964461131,801962461131,801.964461131,801.962461131,-0.066,0.082,0.995,0.0,0.0,-0.183,0.0025327023401456096,4.697,3.777,69.234
801974691576,801972691576,801.974691576,801.972691576,-0.066,0.082,0.995,0.0,0.0,-0.183,0.0025680306423006816,4.697,3.777,69.232
801984909478,801982909478,801.984909478,801.982909478,-0.066,0.082,0.995,0.0,0.0,0.0,0.0030379118170055478,4.697,3.777,69.23
801995106380,801993106380,801.99510638,801.99310638,-0.066,0.082,0.995,0.0,0.0,-0.183,0.0033004625610849572,4.697,3.777,69.228
802005500458,802003500458,802.005500458,802.003500458,-0.066,0.082,0.995,0.0,0.0,-0.183,0.003414012189695777,4.697,3.777,69.226
802015727403,802013727403,802.015727403,802.013727403,-0.066,0.082,0.995,0.0,0.0,-0.183,0.0034183561117028874,4.697,3.777,69.224
802026120023,802024120023,802.026120023,802.024120023,-0.066,0.082,0.995,0.0,0.0,-0.183,0.0033431246683734883,4.697,3.777,69.222
802036344051,802034344051,802.036344051,802.034344051,-0.066,0.082,0.995,0.0,0.0,-0.183,0.003213089679125915,4.697,3.777,69.22
